"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"NPST","Network People Services Technologies Limited","7(2)","SUDESH AGGARWAL","Promoter Group","Equity Shares","300","0",,"500","832500","Buy","Equity Shares","800","0","17-Feb-2025","17-Feb-2025","15-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","16-Oct-2025 16:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188982_1550443_16102025045733_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","SUDESH AGGARWAL","Promoter Group","Equity Shares","1300","0",,"500","857500","Buy","Equity Shares","1800","0","17-Feb-2025","17-Feb-2025","15-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","16-Oct-2025 16:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188982_1550443_16102025045733_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","SUDESH AGGARWAL","Promoter Group","Equity Shares","1850","0",,"200","339000","Buy","Equity Shares","2050","0","28-Feb-2025","28-Feb-2025","15-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","16-Oct-2025 16:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188982_1550443_16102025045733_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","SUDESH AGGARWAL","Promoter Group","Equity Shares","2050","0",,"1200","1896000","Buy","Equity Shares","3250","0","04-Mar-2025","04-Mar-2025","15-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","16-Oct-2025 16:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188982_1550443_16102025045733_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","SUDESH AGGARWAL","Promoter Group","Equity Shares","3250","0",,"50","77250","Buy","Equity Shares","3300","0","11-Mar-2025","11-Mar-2025","15-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","16-Oct-2025 16:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188982_1550443_16102025045733_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","SUDESH AGGARWAL","Promoter Group","Equity Shares","3300","0",,"100","153200","Buy","Equity Shares","3400","0","11-Mar-2025","11-Mar-2025","15-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","16-Oct-2025 16:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188982_1550443_16102025045733_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","SUDESH AGGARWAL","Promoter Group","Equity Shares","3400","0",,"50","94971","Buy","Equity Shares","3450","0","26-Jun-2025","26-Jun-2025","15-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","16-Oct-2025 16:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188982_1550443_16102025045733_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","SUDESH AGGARWAL","Promoter Group","Equity Shares","3450","0",,"100","190402","Buy","Equity Shares","3550","0","26-Jun-2025","26-Jun-2025","15-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","16-Oct-2025 16:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188982_1550443_16102025045733_WEB.xml"
"NPST","Network People Services Technologies Limited","7(2)","SUDESH AGGARWAL","Promoter Group","Equity Shares","3550","0",,"500","948046","Buy","Equity Shares","4050","0","26-Jun-2025","26-Jun-2025","15-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","16-Oct-2025 16:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188982_1550443_16102025045733_WEB.xml"
"MOS","Mos Utility Limited","7(2)","Dove Soft Limited","Promoter Group","Equity Shares","Nil","0",,"40000","50","Buy","Equity Shares","40000","-","-","-","14-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","16-Oct-2025 15:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188979_1550164_16102025033109_WEB.xml"
"MOS","Mos Utility Limited","7(2)","Dove Soft Limited","Promoter Group","Equity Shares","40000","0",,"4000","50","Sell","Equity Shares","36000","-","-","-","14-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","16-Oct-2025 15:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188979_1550164_16102025033109_WEB.xml"
"MOS","Mos Utility Limited","7(2)","Dove Soft Limited","Promoter Group","Equity Shares","36000","0",,"336000","25","Buy","Equity Shares","336000","-","-","-","15-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","16-Oct-2025 15:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188979_1550164_16102025033109_WEB.xml"
"EMBDL","Embassy Developments Limited","7(2)","Bellanza Developers Private Limited","Promoter Group","Warrants","8096067","0.56",,"8096067","225698107","Sell","Warrants","Nil","0","13-Oct-2025","13-Oct-2025","14-Oct-2025","Conversion of security","-","-","0","0","0","0","NA","-","15-Oct-2025 21:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188978_1549565_15102025095749_WEB.xml"
"EMBDL","Embassy Developments Limited","7(2)","Bellanza Developers Private Limited","Promoter Group","Equity Shares","95930479","7",,"8096067","902792431","Buy","Equity Shares","104026546","7.53","13-Oct-2025","13-Oct-2025","14-Oct-2025","Conversion of security","-","-","0","0","0","0","NA","-","15-Oct-2025 21:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188978_1549565_15102025095749_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8148433","0.3",,"3947","5881030","Sell","Equity Shares","8144486","0.3","13-Oct-2025","13-Oct-2025","15-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","15-Oct-2025 17:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188975_1549103_15102025050814_WEB.xml"
"SOMATEX","Soma Textiles & Industries Limited","7(2)","Sarvopari Investments Private Limited","Promoter Group","Equity Shares","16512996","49.99",,"16512996","584528000","Sell","Equity Shares","Nil","0","09-Oct-2025","09-Oct-2025","13-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","15-Oct-2025 15:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188972_1548809_15102025034020_WEB.xml"
"SOMATEX","Soma Textiles & Industries Limited","7(2)","Prasann Arvindkumar Somany","Promoter Group","Equity Shares","7319000","2.22",,"7319000","25908468","Sell","Equity Shares","Nil","0","13-Oct-2025","13-Oct-2025","14-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","15-Oct-2025 15:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188972_1548809_15102025034020_WEB.xml"
"SOMATEX","Soma Textiles & Industries Limited","7(2)","Arvindkumar Somany (HUF)","Promoters","Equity Shares","126631","38",,"126631","4482000","Sell","Equity Shares","Nil","0","13-Oct-2025","13-Oct-2025","14-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","15-Oct-2025 15:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188972_1548809_15102025034020_WEB.xml"
"SOMATEX","Soma Textiles & Industries Limited","7(2)","ARVIND KUMAR SOMANY","Promoters","Equity Shares","2328217","7.05",,"2328217","84415000","Sell","Equity Shares","Nil","0","09-Oct-2025","13-Oct-2025","14-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","15-Oct-2025 15:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188972_1548809_15102025034020_WEB.xml"
"SOMATEX","Soma Textiles & Industries Limited","7(2)","Surendra Kumar Somany","Promoters","Equity Shares","3665735","11.1",,"3665735","129761000","Sell","Equity Shares","Nil","0","09-Oct-2025","09-Oct-2025","13-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","15-Oct-2025 15:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188972_1548809_15102025034020_WEB.xml"
"SOMATEX","Soma Textiles & Industries Limited","7(2)","Surendra Kumar Somany (HUF)","Promoters","Equity Shares","1402579","4.25",,"1402579","49648058","Sell","Equity Shares","Nil","0","09-Oct-2025","09-Oct-2025","13-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","15-Oct-2025 15:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188972_1548809_15102025034020_WEB.xml"
"SANGINITA","Sanginita Chemicals Limited","7(2)","Dineshsinh B. Chavada","Promoters","Equity Shares","2985400","11.53",,"200000","2046000","Sell","Equity Shares","2785400","10.75","13-Oct-2025","13-Oct-2025","14-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Oct-2025 19:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188969_1548119_14102025071456_WEB.xml"
"SANGINITA","Sanginita Chemicals Limited","7(2)","Sanginita Industries LLP","Promoters","Equity Shares","2625245","10.13",,"100000","1020000","Sell","Equity Shares","2525245","9.75","13-Oct-2025","13-Oct-2025","14-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Oct-2025 19:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188969_1548119_14102025071456_WEB.xml"
"MANGCHEFER","Mangalore Chemicals & Fertilizers Limited","7(2)","ZUARI AGRO CHEMICALS LIMITED","Promoters","Equity Shares","64028362","54.03",,"29037000","4181328000","Sell","Equity Shares","34991362","29.53","13-Oct-2025","13-Oct-2025","14-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","14-Oct-2025 18:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188967_1547919_14102025061607_WEB.xml"
"MANGCHEFER","Mangalore Chemicals & Fertilizers Limited","7(2)","Zuari Maroc Phosphates Pvt Ltd","Promoter Group","Equity Shares","Nil","0",,"29037000","4181328000","Buy","Equity Shares","29037000","24.5","13-Oct-2025","13-Oct-2025","13-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","14-Oct-2025 17:02","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188965_1547724_14102025050231_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","984676","0.15",,"4522","9044","Sell","Equity Shares","980154","0.15","10-Oct-2025","10-Oct-2025","13-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","14-Oct-2025 10:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188963_1546935_14102025104559_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8154807","0.3",,"3753","5336766","Sell","Equity Shares","8151054","0.3","07-Oct-2025","07-Oct-2025","09-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","13-Oct-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188961_1546619_13102025063805_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8151054","0.3",,"2621","3808837","Sell","Equity Shares","8148433","0.3","09-Oct-2025","09-Oct-2025","10-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","13-Oct-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188961_1546619_13102025063805_WEB.xml"
"ARVINDFASN","Arvind Fashions Limited","7(2)","Vinayak Ishwar Hegde","Employees/Designated Employees","Equity Shares","5879","0",,"3000","1515750","Buy","Equity Shares","8879","0","13-Oct-2025","13-Oct-2025","13-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","13-Oct-2025 17:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188959_1546463_13102025054321_WEB.xml"
"ARVINDFASN","Arvind Fashions Limited","7(2)","Shishir Gupta","Employees/Designated Employees","Equity Shares","Nil","0",,"3000","1515750","Buy","Equity Shares","3000","0","13-Oct-2025","13-Oct-2025","13-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","13-Oct-2025 17:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188959_1546463_13102025054321_WEB.xml"
"ARVINDFASN","Arvind Fashions Limited","7(2)","ANKIT ARORA","Employees/Designated Employees","Equity Shares","14050","0.01",,"2000","1010500","Buy","Equity Shares","16050","0.01","13-Oct-2025","13-Oct-2025","13-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","13-Oct-2025 17:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188959_1546463_13102025054321_WEB.xml"
"JETFREIGHT","Jet Freight Logistics Limited","7(2)","Dax Francis Theknath","Director","Equity Shares","9618000","20.73",,"190000","2449100","Pledge","Equity Shares","9618000","20.73","10-Oct-2025","10-Oct-2025","13-Oct-2025","Revokation of Pledge","-","-","0","0","0","0","NA","-","13-Oct-2025 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188957_1546236_13102025043055_WEB.xml"
"FOCUS","Focus Lighting and Fixtures Limited","7(2)","FLFL Employee Welfare Trust","Other","Equity Shares","117250","0.17",,"93750","1181250","Sell","Equity Shares","23500","0.03","10-Oct-2025","10-Oct-2025","13-Oct-2025","ESOP","-","-","0","0","0","0","NSE","-","13-Oct-2025 15:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188955_1546101_13102025034852_WEB.xml"
"TEMBO","Tembo Global Industries Limited","7(2)","TARUNA SANJAY PATEL","Promoters","Equity Shares","1038750","6.98",,"350000","143500000","Pledge Revoke","Equity Shares","1038750","6.98","22-Sep-2025","22-Sep-2025","10-Oct-2025","Revokation of Pledge","-","-","0","0","0","0","NSE","-","13-Oct-2025 13:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188953_1545797_13102025011219_WEB.xml"
"BIL","Bhartiya International Limited","7(2)","Urbanac Projects Private Limited","Promoter Group","Equity Shares","775000","5.97",,"426000","137385000","Buy","Equity Shares","1201000","8.96","02-Sep-2025","02-Sep-2025","08-Oct-2025","Conversion of security","-","-","0","0","0","0","NSE","-","09-Oct-2025 15:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188951_1543251_09102025032531_WEB.xml"
"HEUBACHIND","Heubach Colorants India Limited","7(2)","Sudarshan Europe B.V.","Promoters","Equity Shares","Nil","0",,"1705719","1027359009","Buy","Equity Shares","1705719","7.38","03-Oct-2025","03-Oct-2025","07-Oct-2025","Others","-","-","0","0","0","0","BSE","-","08-Oct-2025 16:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188949_1542598_08102025043653_WEB.xml"
"HEUBACHIND","Heubach Colorants India Limited","7(2)","Sudarshan Europe B.V.","Promoters","Equity Shares","1705719","7.38",,"1962317","1181925619","Buy","Equity Shares","3668036","15.89","03-Oct-2025","03-Oct-2025","07-Oct-2025","Others","-","-","0","0","0","0","NSE","-","08-Oct-2025 16:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188949_1542598_08102025043653_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","990445","0.15",,"5769","11538","Sell","Equity Shares","984676","0.15","07-Oct-2025","07-Oct-2025","08-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","08-Oct-2025 16:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188947_1542570_08102025042406_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Chandresh Sharma","-","Equity Shares","20722","0.01",,"2001","552876","Sell","Equity Shares","18721","0.01","16-Sep-2025","16-Sep-2025","07-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","07-Oct-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188945_1542023_07102025052526_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Chandresh Sharma","-","Equity Shares","18721","0.01",,"9000","2431800","Sell","Equity Shares","9721","0","30-Sep-2025","30-Sep-2025","07-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","07-Oct-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188945_1542023_07102025052526_WEB.xml"
"SCHAND","S Chand And Company Limited","7(2)","Mr. Dinesh Kumar Jhunjhnuwala","Promoters","Equity Shares","3846854","10.91",,"3460000","0","Sell","Equity Shares","386854","1.09","30-Sep-2025","30-Sep-2025","03-Oct-2025","Gift","-","-","0","0","0","0","NA","-","07-Oct-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188943_1541955_07102025043233_WEB.xml"
"SCHAND","S Chand And Company Limited","7(2)","Ms. Neerja Jhunjhnuwala","Promoters","Equity Shares","4008345","11.37",,"3992500","0","Buy","Equity Shares","8000845","22.7","30-Sep-2025","30-Sep-2025","03-Oct-2025","Gift","-","-","0","0","0","0","NA","-","07-Oct-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188943_1541955_07102025043233_WEB.xml"
"SCHAND","S Chand And Company Limited","7(2)","Mr. Gaurav Kumar Jhunjhnuwala","Promoter Group","Equity Shares","592000","1.68",,"532500","0","Sell","Equity Shares","59500","0.17","30-Sep-2025","30-Sep-2025","03-Oct-2025","Gift","-","-","0","0","0","0","NA","-","07-Oct-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188943_1541955_07102025043233_WEB.xml"
"SKFINDIA","SKF India Limited","7(2)","Aktiebolaget SKF","Promoters","Equity Shares","22666055","45.85",,"3326004","0","Buy","Equity Shares","25992059","52.58","01-Oct-2025","01-Oct-2025","06-Oct-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","07-Oct-2025 15:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188941_1541907_07102025034612_WEB.xml"
"SKFINDIA","SKF India Limited","7(2)","SKF F��rvaltning AB","Promoter Group","Equity Shares","196423","0.4",,"196423","0","Sell","Equity Shares","Nil","0","01-Oct-2025","01-Oct-2025","06-Oct-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","07-Oct-2025 15:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188941_1541907_07102025034612_WEB.xml"
"SKFINDIA","SKF India Limited","7(2)","SKF U.K. Ltd.","Promoter Group","Equity Shares","3129581","6.33",,"3129581","0","Sell","Equity Shares","Nil","0","01-Oct-2025","01-Oct-2025","06-Oct-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","07-Oct-2025 15:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188941_1541907_07102025034612_WEB.xml"
"VERTOZ","Vertoz Limited","7(2)","Hirenkumar Rasiklal Shah","Promoters","Equity Shares","21960648","25.77",,"1200000","88668000","Pledge","Equity Shares","21960648","25.77","-","-","01-Oct-2025","Pledge Creation","-","-","0","0","0","0","NSE","-","06-Oct-2025 23:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188937_1541670_06102025110005_WEB.xml"
"BAJEL","Bajel Projects Limited","7(2)","Kumud Nimisha Family Trust","Promoter Group","Equity Shares","125800","0.11",,"125800","25638040","Sell","Equity Shares","Nil","0","29-Sep-2025","29-Sep-2025","01-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","06-Oct-2025 18:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188934_1541564_06102025064748_WEB.xml"
"BAJEL","Bajel Projects Limited","7(2)","Kumud Neelima Family Trust","Promoter Group","Equity Shares","125800","0.11",,"125800","25638040","Sell","Equity Shares","Nil","0","29-Sep-2025","29-Sep-2025","01-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","06-Oct-2025 18:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188934_1541564_06102025064748_WEB.xml"
"BAJEL","Bajel Projects Limited","7(2)","Neelima Bajaj Family Trust","Promoter Group","Equity Shares","21644","0.02",,"21644","4411047","Sell","Equity Shares","Nil","0","29-Sep-2025","29-Sep-2025","01-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","06-Oct-2025 18:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188934_1541564_06102025064748_WEB.xml"
"BAJEL","Bajel Projects Limited","7(2)","Nimisha  Bajaj Family Trust","Promoter Group","Equity Shares","206575","0.18",,"206575","42099985","Sell","Equity Shares","Nil","0","29-Sep-2025","29-Sep-2025","01-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","06-Oct-2025 18:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188934_1541564_06102025064748_WEB.xml"
"BAJEL","Bajel Projects Limited","7(2)","Kumud Nimisha Family Trust","Promoter Group","Equity Shares","Nil","0",,"125800","25638040","Buy","Equity Shares","125800","0.11","29-Sep-2025","29-Sep-2025","01-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","06-Oct-2025 18:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188933_1541562_06102025064421_WEB.xml"
"BAJEL","Bajel Projects Limited","7(2)","Nimisha  Bajaj Family Trust","Promoter Group","Equity Shares","Nil","0",,"206575","42099985","Buy","Equity Shares","206575","0.18","29-Sep-2025","29-Sep-2025","01-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","06-Oct-2025 18:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188933_1541562_06102025064421_WEB.xml"
"BAJEL","Bajel Projects Limited","7(2)","Neelima Bajaj Family Trust","Promoter Group","Equity Shares","Nil","0",,"21644","4411047","Buy","Equity Shares","21644","0.02","29-Sep-2025","29-Sep-2025","01-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","06-Oct-2025 18:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188933_1541562_06102025064421_WEB.xml"
"BAJEL","Bajel Projects Limited","7(2)","Kumud Neelima Family Trust","Promoter Group","Equity Shares","Nil","0",,"125800","25638040","Buy","Equity Shares","125800","0.11","29-Sep-2025","29-Sep-2025","01-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","06-Oct-2025 18:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188933_1541562_06102025064421_WEB.xml"
"MAPMYINDIA","C.E. Info Systems Limited","7(2)","Nirdesh Singh","-","Equity Shares","5995","0.01",,"2995","546825","Sell","Equity Shares","3000","0.01","01-Aug-2025","30-Sep-2025","03-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","06-Oct-2025 18:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188931_1541528_06102025062302_WEB.xml"
"TAKE","Take Solutions Limited","7(2)","Esyspro Infotech Limited","Promoter Group","Equity Shares","14789764","10",,"7248766","5","Sell","Equity Shares","7540998","5.1","30-Sep-2025","30-Sep-2025","03-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","06-Oct-2025 18:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188929_1541517_06102025061358_WEB.xml"
"TAKE","Take Solutions Limited","7(2)","Esyspro Infotech Limited","Promoter Group","Equity Shares","22038530","14.9",,"7248766","5","Sell","Equity Shares","14789764","10","30-Sep-2025","30-Sep-2025","03-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","06-Oct-2025 18:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188929_1541517_06102025061358_WEB.xml"
"COSMOFIRST","COSMO FIRST LIMITED","7(2)","COSMO FILMS ESOP TRUST 2015","Other","Equity Shares","356113","1.36",,"4541","719612","Sell","Equity Shares","351572","1.34","01-Oct-2025","01-Oct-2025","03-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","06-Oct-2025 17:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188925_1541474_06102025052933_WEB.xml"
"DIAMONDYD","Prataap Snacks Limited","7(2)","Swati Bapna","Promoters","Equity Shares","11281","0.05",,"11000","11068532","Sell","Equity Shares","281","0","30-Sep-2025","30-Sep-2025","03-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","06-Oct-2025 16:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188920_1541439_06102025045308_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST","Other","Equity Shares","2085804","0.76",,"2690","26900","Sell","Equity Shares","2083114","0.76","30-Sep-2025","30-Sep-2025","01-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","06-Oct-2025 16:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188917_1541401_06102025042136_WEB.xml"
"TTL","T T Limited","7(2)","HARDIN JAIN","Promoter Group","Equity Shares","8684890","3.36",,"8463","88270","Buy","Equity Shares","8693353","3.37","29-Sep-2025","30-Sep-2025","02-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","06-Oct-2025 16:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188915_1541381_06102025041007_WEB.xml"
"ZOTA","Zota Health Care LImited","7(2)","VINODCHANDRA DHIRAJLAL MEHTA","Promoter Group","Equity Shares","4399","0.01",,"2000","2923049","Sell","Equity Shares","2399","0.01","11-Sep-2025","23-Sep-2025","04-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","06-Oct-2025 15:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188910_1541362_06102025035413_WEB.xml"
