SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,COMPANY,NAME OF THE ACQUIRER/DISPOSER,VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT),PROMOTER & PROMOTER GROUP (A),MARKET,SERIES,SECURITY,PREV_CL_PR
HDBFS,,,,,HDB Financial Services Limited,Sulabh Singal,1437066,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Harish Venugopal,328057,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Harish Venugopal,1261058,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Maurice Ronald Dueman,353723,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Maurice Ronald Dueman,1787805,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Ritesh Sharma,1595500,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Srinivasan Karthik,39514210,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sarabjeet Singh,3995000,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Kanagaraj S. S.,1386245,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Srinivasan Karthik,8000700,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sathya Ramanan,2775500,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sulabh Singal,2377080,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Rohit Bhatnagar,779100,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Ritesh Sharma,1592800,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sundaramuritiy EAS,1178695,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Rohit Bhatnagar,769300,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Ritesh Sharma,1029727,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sandeep Tokas,1473750,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Prakash S,3894800,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Rohit Bhatnagar,1498150,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Ajay Thakur,1575500,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Kanagaraj S S,1304409,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Rajat Sharma,1177500,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Rajat Sharma,1559750,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Prakash S.,1938100,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Harpal Singh Lukhar,1552000,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Rohit Bhatnagar,1485695,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Ajay Thakur,1214233,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Samir Jaiswal,1358411,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sai Akash V,498900,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sai Akash V,5293275,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sai Akash V,1535921,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sai Akash V,637219,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sai Akash V,1542975,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sai Akash V,129740,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Amit Rajan,3157000,Pledge,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Mrinal Sinha,3136765,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Shirley Thomas,3505050,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sathya Ramanan,5001250,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Sandeep Tokas,1200000,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Mrinal Sinha,3198760,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Akash Bhaya,1620000,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Akash Bhaya,1586000,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Dixit Kishorekumar Gondhia,2268690,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Shishir Janardhan Kunder,1563100,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Gaurav Bhatia,2978600,Pledge,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Harish M,1480000,Buy,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Rohit Bhatnagar,1137544,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,K Murali,1480000,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,K Murali,55245,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Awais Mustafa Ansari,4363640,Pledge,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Harish Jotwani,3239730,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Rajat Sharma,1217851,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Rajat Sharma,1582500,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Harish Venugopal,13838549,Sell,,74.19,,,,
HDBFS,,,,,HDB Financial Services Limited,Jaideep Vijay Sahasrabuddhe,1096500,Sell,,74.19,,,,
HDFCBANK,"1,011.00","1,011.95",999.30,"1,008.80",,,,,,,,,,
HDFCLIFE,743.60,745.50,735.60,743.65,,,,,,,,,,
HESTERBIO,,,,,Hester Biosciences Limited,BHUPENDRA VITHALDAS GANDHI,0,Sell,,0.54,,,,
HESTERBIO,,,,,Hester Biosciences Limited,RAJIV DINESH GANDHI,0,Buy,,0.54,,,,
HEUBACHIND,,,,,Heubach Colorants India Limited,Sudarshan Europe B.V.,1027359009,Buy,,54.37,,,,
HEUBACHIND,,,,,Heubach Colorants India Limited,Sudarshan Europe B.V.,1181925619,Buy,,54.37,,,,
HFCL,,,,,HFCL Limited,HFCL Employees Trust,631890,Sell,,30.02,,,,
HGS,,,,,Hinduja Global Solutions Limited,Hinduja Group Ltd.,2281500000,Pledge,,67.99,,,,
HIGREEN,,,,,Hi-Green Carbon Limited,KRUPA CHETANKUMAR DETHARIYA,-,Buy,,,N,SM,HI GREEN CARBON LIMITED,220.0
HIGREEN,,,,,Hi-Green Carbon Limited,CHETAN BECHARBHAI DETHARIYA,-,Buy,,,N,SM,HI GREEN CARBON LIMITED,220.0
HINDALCO,811.35,826.50,811.35,792.40,,,,,,,,,,
HINDUNILVR,"2,584.00","2,584.00","2,474.50","2,601.60",Hindustan Unilever Limited,Mazher Topiwala,10235536,Sell,,61.9,,,,
HINDUNILVR,"2,584.00","2,584.00","2,474.50","2,601.60",Hindustan Unilever Limited,Tasnim Mazher Topiwala,1533801,Sell,,61.9,,,,
HINDWAREAP,,,,,Hindware Home Innovation Limited,"Gayatri & Annapurna (Executed through its partner Mr. Ashok Jaipuria, Director of the Company)",30148992,Sell,,52.74,,,,
HIRECT,,,,,Hind Rectifiers Limited,Saurabh Nevatia (Karta of Saurabh Nevatia HUF),19461450,Sell,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Shriya Nevatia,8461500,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Suryansh Nevatia,10999950,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,FAZALE ABBAS SAHERWALA,1596,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,FAZALE ABBAS SAHERWALA,2020,Sell,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Suramya Saurabh Nevatia,2,Pledge,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Akshada Suramya Nevatia,2,Pledge,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Amit Kumar Borwal,68000,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Anil Kumar Nemani,212500,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Lalit Tejwani,127500,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Nandan Bapat,429845,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Sisir Kumar Mondal,59500,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Shailesh Omprakash Mehta,76500,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Shailesh Jadhav,180625,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,K. R. Narayanan,401625,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,B. Brahmananda Reddy,180625,Buy,,43.93,,,,
HIRECT,,,,,Hind Rectifiers Limited,Bhavin Shah,59500,Buy,,43.93,,,,
HITECH,,,,,Hi-Tech Pipes Limited,"MANOJ KUMAR GUPTA, TRUSTEE HI-TECH PIPES EMPLOYEES WELFARE TRUST",1439900,Buy,,43.64,,,,
HITECH,,,,,Hi-Tech Pipes Limited,"MANOJ KUMAR GUPTA, TRUSTEE HI-TECH PIPES EMPLOYEES WELFARE TRUST",2451400,Buy,,43.64,,,,
HITECH,,,,,Hi-Tech Pipes Limited,"MANOJ KUMAR GUPTA, TRUSTEE HI-TECH PIPES EMPLOYEES WELFARE TRUST",6088500,Buy,,43.64,,,,
HOACFOODS,,,,,,,,,,,N,SM,HOAC FOODS INDIA LIMITED,237.05
HOLMARC,,,,,,,,,,,N,SM,HOLMARC OPTO MECHATRO L,105.55
HOMEFIRST,,,,,Home First Finance Company India Limited,,,,38180.0,12.39,,,,
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,72600,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,150900,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,80385,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,83100,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,83100,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,80100,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,78885,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,166800,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,83670,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,81900,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,85950,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,160170,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HOMESFY,,,,,Homesfy Realty Limited,Ashish Kukreja,85020,Buy,,,N,SM,HOMESFY REALTY LIMITED,242.0
HPTL,,,,,,,,,,,N,SM,HP TELECOM INDIA LIMITED,287.5
HUBTOWN,,,,,Hubtown Limited,Khilen Vyomesh Shah,347984340,Buy,,35.02,,,,
HUBTOWN,,,,,Hubtown Limited,Khilen Vyomesh Shah,347984340,Buy,,35.02,,,,
HUBTOWN,,,,,Hubtown Limited,Khilen Vyomesh Shah,347984340,Buy,,34.04,,,,
HUBTOWN,,,,,Hubtown Limited,Khilen Vyomesh Shah,347984340,Buy,,34.1,,,,
HUBTOWN,,,,,Hubtown Limited,Falguni Vyomesh Shah,347984340,Buy,,35.02,,,,
HUBTOWN,,,,,Hubtown Limited,Falguni Vyomesh Shah,347984340,Buy,,35.02,,,,
HUBTOWN,,,,,Hubtown Limited,Falguni Vyomesh Shah,347984340,Buy,,34.04,,,,
HUBTOWN,,,,,Hubtown Limited,Falguni Vyomesh Shah,347984340,Buy,,34.1,,,,
HUBTOWN,,,,,Hubtown Limited,Kunjal Hemant Shah,210005400,Buy,,35.02,,,,
HUBTOWN,,,,,Hubtown Limited,Kunjal Hemant Shah,210005400,Buy,,35.02,,,,
HUBTOWN,,,,,Hubtown Limited,Kunjal Hemant Shah,210005400,Buy,,34.04,,,,
HUBTOWN,,,,,Hubtown Limited,Kunjal Hemant Shah,210005400,Buy,,34.1,,,,
HVAX,,,,,,,,,,,N,SM,HVAX TECHNOLOGIES LIMITED,963.0
IBLFL,,,,,IBL Finance Limited,Chandubhai Vallabhbhai Miyani,124000,Sell,,,N,SM,IBL FINANCE LIMITED,67.45
ICEMAKE,,,,,Ice Make Refrigeration Limited,Popatbhai Laljibhai Patel,919144,Sell,,74.36,,,,
ICEMAKE,,,,,Ice Make Refrigeration Limited,Popatbhai Laljibhai Patel,2790633,Sell,,74.36,,,,
ICEMAKE,,,,,Ice Make Refrigeration Limited,Popatbhai Laljibhai Patel,1435479,Sell,,74.36,,,,
ICICIBANK,"1,368.10","1,381.60","1,368.10","1,363.70",,,,,,,,,,
ICICIGI,,,,,ICICI Lombard General Insurance Company Limited,Sohel Golwalla,8353621,Buy,,51.37,,,,
ICICIGI,,,,,ICICI Lombard General Insurance Company Limited,Sohel Golwalla,20406725,Pledge,,51.37,,,,
ICICIGI,,,,,ICICI Lombard General Insurance Company Limited,Sohel Golwalla,13888295,Buy,,51.37,,,,
ICICIGI,,,,,ICICI Lombard General Insurance Company Limited,Sohel Golwalla,14335300,Pledge,,51.37,,,,
ICICIGI,,,,,ICICI Lombard General Insurance Company Limited,Manvinder Kaur,4551503,Sell,,51.37,,,,
ICRA,,,,,ICRA Limited,Ramnath Krishnan,4749293,Buy,,51.87,,,,
ICRA,,,,,ICRA Limited,Shamsher Dewan,1120460,Sell,,51.87,,,,
ICRA,,,,,ICRA Limited,Shamsher Dewan,406657,Buy,,51.87,,,,
ICRA,,,,,ICRA Limited,Shamsher Dewan,819667,Buy,,51.87,,,,
ICRA,,,,,ICRA Limited,Aditi Nayar,1262508,Buy,,51.87,,,,
ICRA,,,,,ICRA Limited,K.Ravichandran,856500,Buy,,51.87,,,,
ICRA,,,,,ICRA Limited,K.Ravichandran,1889614,Buy,,51.87,,,,
IDEAFORGE,,,,,Ideaforge Technology Limited,Vishal Saxena,12651875,Buy,,33.36,,,,
IDEAFORGE,,,,,Ideaforge Technology Limited,Sunil Jha,857617,Sell,,33.36,,,,
IDEAFORGE,,,,,Ideaforge Technology Limited,Sunil Jha,1190464,Buy,,33.36,,,,
IDEAFORGE,,,,,Ideaforge Technology Limited,Ezhilan Nanmaran,5897407,Pledge Revoke,,33.36,,,,
IDENTICAL,,,,,,,,,,,N,SM,IDENTICAL BRAINS STUDIO L,42.95
IEML,,,,,,,,,,,N,SM,INDIAN EMULSIFIERS LTD,140.65
IFBIND,,,,,IFB Industries Limited,Siddhartha Chatterjee,5201334,Sell,,74.96,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Dinesh Rijhwani,535080,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Dinesh Rijhwani,5776060,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Vandana Berjis Desai jointly with Berjis Minoo Desai,0,Buy,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Vandana Berjis Desai,0,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Vandana Berjis Desai jointly with Berjis Minoo Desai,774208800,Pledge,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,MUNDRA,0,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,MUNDRA,15450000,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,MUNDRA,9149990,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Saransh Mundra,0,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Gaurav Jain,2625000,Buy,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Abhay Srivastava,1075000,Buy,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Simranjit Singh Kohli,5019499,Buy,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Ashit Kalra,56548450,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Michael Paoletti,15941903,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Clarence Carleton King II,172701650,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Kashyap Joshi,38504171,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Gaurav Jain,236626710,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Joseph Benjamin Crocker,47272221,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Kashyap Joshi,134782956,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Manish Kumar Gupta,78289758,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Phillina Art Faye Lai,32972698,Sell,,63.72,,,,
IKS,,,,,Inventurus Knowledge Solutions Limited,Taylor Lee Curtis,39395817,Sell,,63.72,,,,
INDGN,,,,,Indegene Limited,Rajesh Bhaskaran Nair,4997768,Buy,,0.0,,,,
INDIACEM,,,,,The India Cements Limited,UltraTech Cement Limited,7182624022,Sell,,75.6,,,,
INDIFRA,,,,,,,,,,,N,ST,INDIFRA LIMITED,17.9
INDIGO,"5,800.00","5,804.50","5,694.50","5,789.00",,,,,,,,,,
INDOAMIN,,,,,Indo Amines Limited,Core Chemicals LLP,1660025,Sell,,58.42,,,,
INDOAMIN,,,,,Indo Amines Limited,Core Chemicals LLP,1145698,Sell,,58.42,,,,
INDOAMIN,,,,,Indo Amines Limited,Core Chemicals LLP,1439300,Sell,,58.42,,,,
INDOAMIN,,,,,Indo Amines Limited,CORE CHEMICALS LLP,3345300,Sell,,58.42,,,,
INDOAMIN,,,,,Indo Amines Limited,CORE CHEMICALS LLP,741250,Sell,,58.42,,,,
INDOAMIN,,,,,Indo Amines Limited,CORE CHEMICALS LLP,741950,Sell,,58.42,,,,
INDOCO,,,,,Indoco Remedies Limited,ROHAN ANUP RAMANI,2092618,Sell,,58.9,,,,
INDOCO,,,,,Indoco Remedies Limited,MEGH MILIND PANANDIKAR,3796780,Sell,,58.9,,,,
INDOCO,,,,,Indoco Remedies Limited,MAHIKA MILIND PANANDIKAR,2223780,Sell,,58.9,,,,
INDOCO,,,,,Indoco Remedies Limited,MADHURA SURESH KARE,2183284,Buy,,58.9,,,,
INDOCO,,,,,Indoco Remedies Limited,ADITI M. PANANDIKAR,6123104,Buy,,58.9,,,,
INDOSTAR,,,,,IndoStar Capital Finance Limited,Priya Prasad,3755000,Sell,,72.96,,,,
INDOSTAR,,,,,IndoStar Capital Finance Limited,Priya Prasad,301500,Sell,,72.96,,,,
INDOSTAR,,,,,IndoStar Capital Finance Limited,Priya Prasad,2861686,Sell,,72.96,,,,
INDUSTOWER,,,,,Indus Towers Limited,INDUS TOWERS EMPLOYEES WELFARE TRUST,262173065,Buy,,51.03,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Rahul Hirve,62000000,Pledge,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Deepti Padmanathan,1793120,Sell,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Saravanan Chokalingam,96000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Nitin Patil,80000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Ganesh Poojary,106667,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Sunil Bhagat,500000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Shyamal Trivedi,500000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Chezhyan Panneerselvam,200000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Anupama Salvi,80000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Uma Shankar Yadav,80000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Shweta K,80000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Rohit Doke,80000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Manu Singh,100000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Laxmikant Poojary,80000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Rahul Hirve,2500000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Patil Chandrakant,80000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Deepti P,70000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Aniruddha Rege,140000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Rakesh Singh,120000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Agnes Pereira,70000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Narendra Kumar,80000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Gowtham Nagaraj,150000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Smita Shetkar,75000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Shreya M K,100000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Sridhar Krishnan,100000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Naveenam K,100000,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Vivek Nayak,133333,Buy,,27.27,,,,
INFIBEAM,,,,,Infibeam Avenues Limited,Pankaj Dedhia,106667,Buy,,27.27,,,,
INFINIUM,,,,,,,,,,,N,SM,INFINIUM PHARMACHEM LTD,249.0
INFLUX,,,,,,,,,,,N,ST,INFLUX HEALTHTECH LIMITED,170.4
INFOBEAN,,,,,InfoBeans Techno. Ltd.,Shashikala Bohra,6957900,Sell,,,,,,
INFOLLION,,,,,,,,,,,N,SM,INFOLLION RESEARCH SER L,449.2
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Infosys Employee Benefits Trust,4048871,Sell,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Anand Swaminathan,4610629,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Komal Kumar Jain,2536602,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Infosys Employee Benefits Trust,638603,Sell,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Rakesh Babu Gollapalli,750256,Sell,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,-,6525834,Sell,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Rakesh Babu Gollapalli,3534001,Sell,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Infosys Employee Benefits Trust,3359418,Sell,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Umashankar Lakshmipathy,724523,Sell,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Infosys Employee Benefits Trust,2027764,Sell,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Venkateshwaran Ananthakrishnan,2348344,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Joseph J Alenchery,1441686,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Mitrankur Majumdar,10370737,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Raghavendra K A,2989932,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Trinankur Biswas,2259686,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Rajiv Puri,1179770,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Opinder Sardana,1179770,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Komal Kumar Jain,7077221,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Inderpreet Sawhney,7257755,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Ashiss Kumar Dash,4268445,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Anand Swaminathan,5131930,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Amit Kalley,1179770,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Alagappan Ramasamy,1179770,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Ajay S Bhandari,1423281,Buy,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Infosys Employee Benefits Trust,349398,Sell,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Infosys Employee Benefits Trust,147882,Sell,,14.3,,,,
INFY,"1,539.50","1,543.00","1,519.20","1,528.50",Infosys Limited,Umashankar Lakshmipathy,7452932,Sell,,14.3,,,,
INNOMET,,,,,,,,,,,N,SM,INNOMET ADVANCED MATERI L,162.8
INNOVACAP,,,,,Innova Captab Limited,Gian Parkash Aggarwal,1068600000,Pledge,,50.9,,,,
INNOVACAP,,,,,Innova Captab Limited,Gian Parkash Aggarwal,813247500,Pledge,,50.9,,,,
INNOVANA,,,,,Innovana Thinklabs Limited,Chandan Garg,51720000,Buy,,73.22,,,,
INSPIRE,,,,,,,,,,,N,SM,INSPIRE FILMS LIMITED,16.8
INTEGRITY,,,,,,,,,,,N,SM,INTEGRITY INFRABUILD DE L,101.0
INTLCONV,,,,,International Conveyors Limited,Elpro International Limited,206698,Buy,,70.07,,,,
INTLCONV,,,,,International Conveyors Limited,Elpro International Limited,500319,Buy,,70.07,,,,
INTLCONV,,,,,International Conveyors Limited,Elpro International Limited,346858,Buy,,70.07,,,,
INTLCONV,,,,,International Conveyors Limited,Elpro International Limited,932453,Buy,,70.07,,,,
