SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,COMPANY,NAME OF THE ACQUIRER/DISPOSER,VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT),PROMOTER & PROMOTER GROUP (A),MARKET,SERIES,SECURITY,PREV_CL_PR
WCIL,,,,,Western Carriers (India) Limited,RAJENDRA SETHIA,12757520,Buy,,72.56,,,,
WELSPUNLIV,,,,,Welspun Living Limited,Viswanathan Hariharan Kollengode,17087822,Sell,,66.24,,,,
WHITEFORCE,,,,,,,,,,,N,SM,HAPPY SQUARE OUTSOURC S L,74.25
WINSOL,,,,,,,,,,,N,SM,WINSOL ENGINEERS LIMITED,187.1
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Karan Singh,4952344,Sell,,72.65,,,,
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Warren Zambelli,3267877,Sell,,72.65,,,,
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Benjamin Simon,4897006,Sell,,72.65,,,,
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Bruno Schenk,419860,Sell,,72.65,,,,
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Bruno Schenk,5960608,Buy,,72.65,,,,
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Srikant Godavarti,6973826,Sell,,72.65,,,,
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Sorabh Singhal,2207874,Sell,,72.65,,,,
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Caroline Monfrais,3909958,Buy,,72.65,,,,
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Caroline Monfrais,1923540,Sell,,72.65,,,,
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Michael Neff,3681426,Sell,,72.65,,,,
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Umesh Tejwani,5053629,Sell,,72.65,,,,
WIPRO,245.00,245.88,243.90,244.30,Wipro Limited,Sonal Ramrakhiani,11038119,Sell,,72.65,,,,
WOL3D,,,,,,,,,,,N,SM,WOL 3D INDIA LIMITED,128.0
WOMANCART,,,,,,,,,,,N,SM,WOMANCART LIMITED,227.9
WTICAB,,,,,,,,,,,N,ST,WISE TRAVEL INDIA LIMITED,158.2
XTGLOBAL,,,,,Xtglobal Infotech Limited,SUDHIR BHAGWANRAO BHILAR,1144718,Sell,,62.81,,,,
YASHOPTICS,,,,,Yash Optics & Lens Limited,DHARMENDRA MANHARLAL DOSHI,294320,Buy,,,N,ST,YASH OPTICS & LENS LTD,133.5
YUKEN,,,,,Yuken India Limited,Yuken Kogyo Company Limited,599184000,Buy,,58.04,,,,
YUKEN,,,,,Yuken India Limited,Yuken Kogyo Company Limited,599184000,Buy,,58.04,,,,
ZEAL,,,,,,,,,,,N,SM,ZEAL GLOBAL SERVICES LTD,112.0
ZEEL,,,,,Zee Entertainment Enterprises Limited,Udayan Goenka,4883675,Buy,,3.99,,,,
ZEEL,,,,,Zee Entertainment Enterprises Limited,Shreyasi Goenka,4781105,Buy,,3.99,,,,
ZEEMEDIA,,,,,Zee Media Corporation Limited,AUV Innovations LLP,61874281,Buy,,6.3,,,,
ZEEMEDIA,,,,,Zee Media Corporation Limited,AUV Innovations LLP,130020000,Buy,,6.3,,,,
ZEEMEDIA,,,,,Zee Media Corporation Limited,AUV Innovations LLP,123766312,Buy,,6.3,,,,
ZEEMEDIA,,,,,Zee Media Corporation Limited,Anvivud Innovations LLP,123766312,Sell,,6.3,,,,
ZENITHDRUG,,,,,,,,,,,N,SM,ZENITH DRUGS LIMITED,66.6
ZENSARTECH,,,,,Zensar Technologies Limited,Nimesh Khemka,1739169,Buy,,49.02,,,,
ZENSARTECH,,,,,Zensar Technologies Limited,Ravi Thakur,13648520,Sell,,49.02,,,,
ZENSARTECH,,,,,Zensar Technologies Limited,Raghavendra Nargolikar,1108522,Buy,,49.02,,,,
ZENSARTECH,,,,,Zensar Technologies Limited,Nachiketa Mitra,17402749,Buy,,49.02,,,,
ZENSARTECH,,,,,Zensar Technologies Limited,Anup Rege,3731072,Buy,,49.02,,,,
ZENSARTECH,,,,,Zensar Technologies Limited,RAJIV MUNDHRA,2432250,Buy,,49.02,,,,
ZENSARTECH,,,,,Zensar Technologies Limited,Vijayasimha Alilughatta,3232000,Sell,,49.02,,,,
ZENSARTECH,,,,,Zensar Technologies Limited,Vijayasimha Alilughatta,3232000,Sell,,49.02,,,,
ZENSARTECH,,,,,Zensar Technologies Limited,Pushpall Kapadia,3643875,Pledge Revoke,,49.02,,,,
ZENSARTECH,,,,,Zensar Technologies Limited,Vijayasimha Alilughatta,3216000,Sell,,49.02,,,,
ZENSARTECH,,,,,Zensar Technologies Limited,Vijayasimha Alilughatta,3184000,Sell,,49.02,,,,
ZODIAC,,,,,Zodiac Energy Limited,JUGALKISHOR HARIKRISHNADAS SHAH,0,Sell,,69.89,,,,
ZODIAC,,,,,Zodiac Energy Limited,Apeksha Patwa,0,Buy,,69.89,,,,
ZODIAC,,,,,Zodiac Energy Limited,Rinki Kuntal Shah,0,Buy,,69.89,,,,
ZODIAC,,,,,Zodiac Energy Limited,Nehaben Trirupbhai Patwa,0,Buy,,69.89,,,,
ZODIAC,,,,,Zodiac Energy Limited,Kunjbihari Shah,0,Buy,,69.89,,,,
ZODIAC,,,,,Zodiac Energy Limited,Shefali Karar,20000,Buy,,69.89,,,,
ZOTA,,,,,Zota Health Care LImited,VINODCHANDRA DHIRAJLAL MEHTA,2923049,Sell,,55.81,,,,
ZTECH,,,,,Z-Tech (India) Limited,SANGHAMITRA BORGOHAIN,90486720,Sell,,,N,SM,Z-TECH (INDIA) LIMITED,596.45
ZUARI,,,,,Zuari Agro Chemicals Limited,Zuari Industries Limited,232869750,Pledge Revoke,,65.21,,,,
,,,,,20 Microns Limited,,,,,45.04,,,,
,,,,,21st Century Management Services Limited,,,,,64.43,,,,
,,,,,3M India Limited,,,,,75.0,,,,
,,,,,3P Land Holdings Limited,,,,,73.3,,,,
,,,,,3i Infotech Limited,,,,,0.0,,,,
,,,,,5Paisa Capital Limited,,,,,32.75,,,,
,,,,,63 moons technologies limited,,,,,45.63,,,,
,,,,,A B Cotspin India Limited,,,,,52.5,,,,
,,,,,A B Infrabuild Limited,,,,,30.95,,,,
,,,,,A2Z Infra Engineering Limited,,,,,28.14,,,,
,,,,,AAA Technologies Limited,,,,,63.93,,,,
,,,,,ABB India Limited,,,,,75.0,,,,
,,,,,ABM International Limited,,,,,74.7,,,,
,,,,,ACC Limited,,,,,56.69,,,,
,,,,,AGI Greenpac Limited,,,,,60.24,,,,
,,,,,AIA Engineering Limited,,,,,58.5,,,,
,,,,,AION-TECH SOLUTIONS LIMITED,,,,,58.86,,,,
,,,,,AJR INFRA AND TOLLING LIMITED,,,,,10.72,,,,
,,,,,AKI India Limited,,,,,53.92,,,,
,,,,,AMD Industries Limited,,,,,66.73,,,,
,,,,,ANDHRA PAPER LIMITED,,,,,72.45,,,,
,,,,,APL Apollo Tubes Limited,,,,,28.3,,,,
,,,,,ARSS Infrastructure Projects Limited,,,,,46.7,,,,
,,,,,ASK Automotive Limited,,,,,78.95,,,,
,,,,,ATLANTAA LIMITED,,,,,74.67,,,,
,,,,,ATN International Limited,,,,,0.17,,,,
,,,,,AVRO INDIA LIMITED,,,,,54.07,,,,
,,,,,AVT Natural Products Limited,,,,,75.0,,,,
,,,,,AWL Agri Business Limited,,,,,63.94,,,,
,,,,,AXISCADES Technologies Limited,,,,,58.08,,,,
,,,,,AYM Syntex Limited,,,,,65.9,,,,
,,,,,Aadhar Housing Finance Limited,,,,,75.32,,,,
,,,,,Aakash Exploration Services Limited,,,,,66.54,,,,
,,,,,Aarey Drugs & Pharmaceuticals Limited,,,,,44.8,,,,
,,,,,Aaron Industries Limited,,,,,0.73,,,,
,,,,,Aaron Industries Limited,,,,,73.06,,,,
,,,,,Aartech Solonics Limited,,,,,52.72,,,,
,,,,,Aarti Drugs Limited,,,,,54.72,,,,
,,,,,Aarti Industries Limited,,,,,42.18,,,,
,,,,,Aarti Surfactants Limited,,,,,49.92,,,,
,,,,,Aarvi Encon Limited,,,,,73.47,,,,
,,,,,Aavas Financiers Limited,,,,,48.96,,,,
,,,,,Aban Offshore Limited,,,,,46.0,,,,
,,,,,Abans Financial Services Limited,,,,,71.43,,,,
,,,,,Abhishek Corporation Limited,,,,,57.63,,,,
,,,,,Accelya Solutions India Limited,,,,,74.66,,,,
,,,,,Accuracy Shipping Limited,,,,,63.69,,,,
,,,,,Ace Integrated Solutions Limited,,,,,73.53,,,,
,,,,,Acme Solar Holdings Limited,,,,,83.41,,,,
,,,,,Acutaas Chemicals Limited,,,,,32.66,,,,
,,,,,Adani Energy Solutions Limited,,,,,71.19,,,,
,,,,,Adani Enterprises Limited,,,,,73.97,,,,
,,,,,Adani Green Energy Limited,,,,,62.43,,,,
,,,,,Adani Ports and Special Economic Zone Limited,,,,,65.89,,,,
,,,,,Adani Power Limited,,,,,74.96,,,,
,,,,,Adani Total Gas Limited,,,,,74.8,,,,
,,,,,Aditya Birla Capital Limited,,,,,68.7,,,,
,,,,,Aditya Birla Fashion and Retail Limited,,,,,46.61,,,,
,,,,,Aditya Birla Lifestyle Brands Limited,,,,,46.6,,,,
,,,,,Aditya Birla Money Limited,,,,,73.53,,,,
,,,,,Aditya Birla Real Estate Limited,,,,,50.21,,,,
,,,,,Aditya Birla Sun Life AMC Limited,,,,,74.85,,,,
,,,,,Aditya Infotech Limited,,,,,77.12,,,,
,,,,,Aditya Infotech Limited,,,,,77.12,,,,
,,,,,Adroit Infotech Limited,,,,,37.47,,,,
,,,,,Advance Agrolife Limited,,,,,69.89,,,,
,,,,,Advani Hotels & Resorts (India) Limited,,,,,50.25,,,,
,,,,,Aegis Vopak Terminals Limited,,,,,86.93,,,,
,,,,,Aeroflex Enterprises Limited,,,,,51.59,,,,
,,,,,Aeroflex Industries Limited,,,,,66.99,,,,
,,,,,Aeroflex Neu Limited,,,,,60.46,,,,
,,,,,Aether Industries Limited,,,,,0.75,,,,
,,,,,Afcons Infrastructure Limited,,,,,50.17,,,,
,,,,,Agarwal Industrial Corporation Limited,,,,,57.2,,,,
,,,,,Agi Infra Limited,,,,,72.94,,,,
,,,,,Agri-Tech (India) Limited,,,,,30.9,,,,
,,,,,Agro Phos India Limited,,,,,54.27,,,,
,,,,,Ahlada Engineers Limited,,,,,49.3,,,,
,,,,,Ahluwalia Contracts (India) Limited,,,,,0.55,,,,
,,,,,Airan Limited,,,,,72.21,,,,
,,,,,Airo Lam limited,,,,,53.14,,,,
,,,,,Ajanta Pharma Limited,,,,,66.25,,,,
,,,,,Ajax Engineering Limited,,,,,80.0,,,,
,,,,,Ajmera Realty & Infra India Limited,,,,,68.23,,,,
,,,,,Ajooni Biotech Limited,,,,,26.89,,,,
,,,,,Akash Infra-Projects Limited,,,,,74.59,,,,
,,,,,Akg Exim Limited,,,,,37.6,,,,
,,,,,Akshar Spintex Limited,,,,,0.27,,,,
,,,,,AksharChem India Limited,,,,,62.7,,,,
,,,,,Akums Drugs and Pharmaceuticals Limited,,,,,75.26,,,,
,,,,,Alankit Limited,,,,,54.15,,,,
,,,,,Albert David Limited,,,,,62.24,,,,
,,,,,Alembic Limited,,,,,70.88,,,,
,,,,,Alicon Castalloy Limited,,,,,54.01,,,,
,,,,,Alivus Life Sciences Limited,,,,,74.91,,,,
,,,,,Alkali Metals Limited,,,,,69.59,,,,
,,,,,Alkem Laboratories Limited,,,,,51.2,,,,
,,,,,All Time Plastics Limited,,,,,70.14,,,,
,,,,,All Time Plastics Limited,,,,,70.14,,,,
,,,,,Allcargo Gati Limited,,,,,46.08,,,,
,,,,,Allcargo Logistics Limited,,,,,63.28,,,,
,,,,,Allcargo Terminals Limited,,,,,0.66,,,,
,,,,,Allcargo Terminals Limited,,,,,65.82,,,,
,,,,,Alldigi Tech Limited,,,,,0.73,,,,
,,,,,Alok Industries Limited,,,,,75.0,,,,
,,,,,Alpa Laboratories Limited,,,,,0.57,,,,
,,,,,Alphageo (India) Limited,,,,,45.99,,,,
,,,,,Alps Industries Limited,,,,,22.21,,,,
,,,,,Amanta Healthcare Limited,,,,,63.56,,,,
,,,,,Amanta Healthcare Limited,,,,,63.56,,,,
,,,,,Amara Raja Energy & Mobility Limited,,,,,32.86,,,,
,,,,,Amber Enterprises India Limited,,,,,38.22,,,,
,,,,,Ambica Agarbathies & Aroma industries Limited,,,,,43.41,,,,
,,,,,Ambika Cotton Mills Limited,,,,,50.35,,,,
,,,,,Ambuja Cements Limited,,,,,67.68,,,,
,,,,,Amines & Plasticizers Limited,,,,,73.17,,,,
,,,,,Amit Spinning Industries Limited,,,,,50.96,,,,
,,,,,Amj Land Holdings Limited,,,,,65.94,,,,
,,,,,Amrutanjan Health Care Limited,,,,,46.52,,,,
,,,,,Anand Rathi Share and Stock Brokers Limited,,,,,69.9,,,,
,,,,,Anand Rathi Share and Stock Brokers Limited,,,,,69.9,,,,
,,,,,Anand Rathi Wealth Limited,,,,,42.72,,,,
,,,,,Anant Raj Limited,,,,,57.35,,,,
,,,,,Anant Raj Limited,,,,,60.12,,,,
,,,,,Andhra Cements Limited,,,,,90.0,,,,
,,,,,Angel One Limited,,,,,28.91,,,,
,,,,,Anik Industries Limited,,,,,37.17,,,,
,,,,,Anjani Portland Cement Limited,,,,,75.0,,,,
,,,,,Anlon Healthcare Limited,,,,,52.68,,,,
,,,,,Anlon Healthcare Limited,,,,,52.68,,,,
,,,,,Anmol India Limited,,,,,50.2,,,,
,,,,,Ansal Properties & Infrastructure Limited,,,,,48.77,,,,
,,,,,Antelopus Selan Energy Limited,,,,,69.94,,,,
,,,,,Antelopus Selan Energy Limited,,,,,69.94,,,,
,,,,,Anthem Biosciences Limited,,,,,74.69,,,,
,,,,,Antony Waste Handling Cell Limited,,,,,46.09,,,,
,,,,,Anuh Pharma Limited,,,,,71.82,,,,
,,,,,Anupam Rasayan India Limited,,,,,59.07,,,,
,,,,,Apar Industries Limited,,,,,57.77,,,,
,,,,,Apcotex Industries Limited,,,,,58.23,,,,
,,,,,Apeejay Surrendra Park Hotels Limited,,,,,68.14,,,,
,,,,,Apex Frozen Foods Limited,,,,,72.62,,,,
,,,,,Apollo Pipes Limited,,,,,46.84,,,,
,,,,,Apollo Sindoori Hotels Limited,,,,,64.68,,,,
,,,,,Apollo Tyres Limited,,,,,36.95,,,,
,,,,,Aptech Limited,,,,,47.35,,,,
,,,,,Aptus Value Housing Finance India Limited,,,,,23.87,,,,
,,,,,Archean Chemical Industries Limited,,,,,53.44,,,,
,,,,,Archidply Decor Limited,,,,,72.96,,,,
,,,,,Archidply Industries Limited,,,,,69.89,,,,
,,,,,Archies Limited,,,,,61.47,,,,
,,,,,Arcotech Limited,,,,,39.96,,,,
,,,,,Arfin India Limited,,,,,69.79,,,,
,,,,,Aries Agro Limited,,,,,52.66,,,,
,,,,,Arihant Capital Markets Limited,,,,,69.81,,,,
,,,,,Arihant Superstructures Limited,,,,,71.1,,,,
,,,,,Arisinfra Solutions Limited,,,,,37.93,,,,
,,,,,Aro Granite Industries Limited,,,,,41.08,,,,
,,,,,Arrow Greentech Limited,,,,,64.81,,,,
,,,,,Art Nirman Limited,,,,,73.75,,,,
,,,,,Artemis Medicare Services Limited,,,,,66.53,,,,
,,,,,Arvee Laboratories (India) Limited,,,,,73.5,,,,
,,,,,Arvind SmartSpaces Limited,,,,,49.82,,,,
,,,,,Ashiana Housing Limited,,,,,61.11,,,,
,,,,,Ashima Limited,,,,,73.49,,,,
,,,,,Ashok Leyland Limited,,,,,51.51,,,,
,,,,,Ashoka Buildcon Limited,,,,,54.48,,,,
,,,,,Ashoka Metcast Limited,,,,,53.65,,,,
,,,,,Asian Energy Services Limited,,,,,60.97,,,,
,,,,,Asian Granito India Limited,,,,,33.46,,,,
,,,,,Asian Hotels (East) Limited,,,,,65.63,,,,
,,,,,Asian Hotels (North) Limited,,,,,0.0,,,,
,,,,,Asian Paints Limited,,,,,52.63,,,,
,,,,,Aspinwall and Company Limited,,,,,64.46,,,,
,,,,,Associated Alcohols & Breweries Ltd.,,,,,61.22,,,,
,,,,,Associated Alcohols & Breweries Ltd.,,,,,61.22,,,,
,,,,,Aster DM Healthcare Limited,,,,,40.39,,,,
,,,,,Astra Microwave Products Limited,,,,,6.54,,,,
,,,,,AstraZeneca Pharma India Limited,,,,,75.0,,,,
,,,,,Astron Paper & Board Mill Limited,,,,,25.37,,,,
,,,,,Atal Realtech Limited,,,,,30.15,,,,
,,,,,Atal Realtech Limited,,,,,32.83,,,,
,,,,,Atam Valves Limited,,,,,52.56,,,,
,,,,,Atcom Technologies Limited,,,,,14.1,,,,
,,,,,Ather Energy Limited,,,,,41.22,,,,
,,,,,Atlanta Electricals Limited,,,,,87.27,,,,
,,,,,Atlanta Electricals Limited,,,,,87.27,,,,
,,,,,Atul Limited,,,,,45.21,,,,
,,,,,Auri Grow India Limited,,,,,0.0,,,,
,,,,,Aurobindo Pharma Limited,,,,,51.82,,,,
,,,,,Aurum PropTech Limited,,,,,47.04,,,,
,,,,,Aurum PropTech Limited,,,,,47.04,,,,
,,,,,Ausom Enterprise Limited,,,,,73.7,,,,
,,,,,Autoline Industries Limited,,,,,32.6,,,,
,,,,,Automotive Axles Limited,,,,,71.04,,,,
,,,,,Automotive Stampings and Assemblies Limited,,,,,75.0,,,,
,,,,,Avadh Sugar & Energy Limited,,,,,60.39,,,,
,,,,,Avalon Technologies Limited,,,,,44.46,,,,
,,,,,Avanti Feeds Limited,,,,,43.23,,,,
,,,,,Avonmore Capital & Management Services Limited,,,,,58.46,,,,
,,,,,Awfis Space Solutions Limited,,,,,17.01,,,,
,,,,,Axis Bank Limited,,,,,8.16,,,,
,,,,,Axita Cotton Limited,,,,,41.92,,,,
,,,,,Azad Engineering Limited,,,,,55.42,,,,
,,,,,B&B Triplewall Containers Limited,,,,,73.76,,,,
,,,,,B.A.G Films and Media Limited,,,,,46.86,,,,
,,,,,BALAXI PHARMACEUTICALS LIMITED,,,,,65.99,,,,
,,,,,BASF India Limited,,,,,73.33,,,,
,,,,,BEML Land Assets Limited,,,,,54.03,,,,
,,,,,BEML Limited,,,,,54.03,,,,
,,,,,BF Investment Limited,,,,,74.13,,,,
,,,,,BF Utilities Limited,,,,,56.72,,,,
,,,,,BGR Energy Systems Limited,,,,,51.01,,,,
,,,,,BIL VYAPAR LIMITED,,,,,51.28,,,,
,,,,,BLACKBUCK LIMITED,,,,,27.19,,,,
,,,,,BLB Limited,,,,,41.0,,,,
,,,,,BLS E-Services Limited,,,,,68.89,,,,
,,,,,BLS International Services Limited,,,,,70.39,,,,
,,,,,BMW Ventures Limited,,,,,73.02,,,,
,,,,,BOROSIL RENEWABLES LIMITED,,,,,61.85,,,,
,,,,,BPL Limited,,,,,63.13,,,,
,,,,,BSE Limited,,,,,0.0,,,,
,,,,,BSL Limited,,,,,56.72,,,,
,,,,,Bafna Pharmaceuticals Limited,,,,,75.0,,,,
,,,,,Baid Finserv Limited,,,,,36.25,,,,
,,,,,Bajaj Auto Limited,,,,,55.04,,,,
,,,,,Bajaj Consumer Care Limited,,,,,40.95,,,,
,,,,,Bajaj Healthcare Limited,,,,,59.19,,,,
,,,,,Bajaj Hindusthan Sugar Limited,,,,,24.95,,,,
,,,,,Bajaj Holdings & Investment Limited,,,,,51.46,,,,
,,,,,Bal Pharma Limited,,,,,50.86,,,,
,,,,,Balaji Amines Limited,,,,,54.59,,,,
,,,,,Balaji Telefilms Limited,,,,,31.9,,,,
,,,,,Balkrishna Industries Limited,,,,,58.29,,,,
,,,,,Balkrishna Paper Mills Limited,,,,,59.95,,,,
,,,,,Ballarpur Industries Limited,,,,,51.0,,,,
,,,,,Balmer Lawrie & Company Limited,,,,,0.0,,,,
,,,,,Balrampur Chini Mills Limited,,,,,42.86,,,,
,,,,,Balu Forge Industries Limited,,,,,54.85,,,,
,,,,,Banaras Beads Limited,,,,,58.14,,,,
,,,,,Banco Products (I) Limited,,,,,67.88,,,,
,,,,,Bandhan Bank Limited,,,,,40.29,,,,
,,,,,Bang Overseas Limited,,,,,67.87,,,,
,,,,,Bank of Baroda,,,,,63.97,,,,
,,,,,Bank of India,,,,,73.38,,,,
,,,,,Bank of Maharashtra,,,,,79.6,,,,
,,,,,Banka BioLoo Limited,,,,,52.23,,,,
,,,,,Bannari Amman Spinning Mills Limited,,,,,49.55,,,,
,,,,,Bansal Wire Industries Limited,,,,,77.99,,,,
,,,,,Banswara Syntex Limited,,,,,54.19,,,,
,,,,,Barak Valley Cements Limited,,,,,54.12,,,,
,,,,,Bata India Limited,,,,,50.16,,,,
,,,,,Bcl Industries Limited,,,,,58.03,,,,
,,,,,Beardsell Limited,,,,,52.7,,,,
,,,,,Bedmutha Industries Limited,,,,,57.05,,,,
,,,,,Bella Casa Fashion & Retail Limited,,,,,58.34,,,,
,,,,,Belrise Industries Limited,,,,,73.01,,,,
,,,,,Best Agrolife Limited,,,,,50.44,,,,
,,,,,Bhageria Industries Limited,,,,,71.75,,,,
,,,,,Bhagiradha Chemicals & Industries Limited,,,,,19.6,,,,
,,,,,Bhagyanagar India Limited,,,,,70.56,,,,
,,,,,Bhandari Hosiery Exports Limited,,,,,0.31,,,,
,,,,,Bhansali Engineering Polymers Limited,,,,,57.47,,,,
,,,,,Bharat Bijlee Limited,,,,,33.65,,,,
,,,,,Bharat Dynamics Limited,,,,,74.93,,,,
,,,,,Bharat Electronics Limited,,,,,51.14,,,,
,,,,,Bharat Forge Limited,,,,,44.07,,,,
,,,,,Bharat Gears Limited,,,,,55.32,,,,
,,,,,Bharat Heavy Electricals Limited,,,,,63.17,,,,
,,,,,Bharat Petroleum Corporation Limited,,,,,52.98,,,,
,,,,,Bharat Rasayan Limited,,,,,74.99,,,,
,,,,,Bharat Road Network Limited,,,,,51.97,,,,
,,,,,Bharat Wire Ropes Limited,,,,,41.27,,,,
,,,,,Bharatiya Global Infomedia Limited,,,,,48.46,,,,
,,,,,Bharti Airtel Limited,,,,,50.27,,,,
,,,,,Bharti Hexacom Limited,,,,,70.0,,,,
,,,,,Bikaji Foods International Limited,,,,,73.92,,,,
,,,,,Biocon Limited,,,,,54.45,,,,
,,,,,Biofil Chemicals & Pharmaceuticals Limited,,,,,46.79,,,,
,,,,,Birla Cable Limited,,,,,66.35,,,,
,,,,,Birla Corporation Limited,,,,,62.9,,,,
,,,,,BirlaNu Limited,,,,,40.57,,,,
,,,,,Bkm Industries Limited,,,,,37.54,,,,
,,,,,Black Box Limited,,,,,70.24,,,,
,,,,,Bliss GVS Pharma Limited,,,,,35.39,,,,
,,,,,Blue Chip India Limited,,,,,11.25,,,,
,,,,,Blue Coast Hotels Limited,,,,,71.37,,,,
,,,,,Blue Dart Express Limited,,,,,75.0,,,,
,,,,,Blue Jet Healthcare Limited,,,,,79.81,,,,
,,,,,Blue Star Limited,,,,,36.49,,,,
,,,,,Bluspring Enterprises Limited,,,,,58.24,,,,
,,,,,Bodal Chemicals Limited,,,,,57.0,,,,
,,,,,Bodhi Tree Multimedia Limited,,,,,24.43,,,,
,,,,,Bohra Industries Limited,,,,,12.62,,,,
,,,,,Bombay Burmah Trading Corporation Limited,,,,,74.05,,,,
,,,,,Bombay Dyeing & Mfg Company Limited,,,,,53.58,,,,
,,,,,Bombay Super Hybrid Seeds Limited,,,,,73.85,,,,
,,,,,Borana Weaves Limited,,,,,65.24,,,,
,,,,,Borosil Limited,,,,,64.62,,,,
,,,,,Borosil Scientific Limited,,,,,67.81,,,,
,,,,,Bosch Limited,,,,,70.54,,,,
,,,,,Brainbees Solutions Limited,,,,,0.0,,,,
,,,,,Brand Concepts Limited,,,,,52.36,,,,
,,,,,Brigade Enterprises Limited,,,,,41.12,,,,
,,,,,Brigade Hotel Ventures Limited,,,,,74.09,,,,
,,,,,Brigade Hotel Ventures Limited,,,,,74.09,,,,
,,,,,Britannia Industries Limited,,,,,50.55,,,,
,,,,,Brooks Laboratories Limited,,,,,52.62,,,,
,,,,,Burnpur Cement Limited,,,,,1.98,,,,
,,,,,Butterfly Gandhimathi Appliances Limited,,,,,75.0,,,,
,,,,,C & C Constructions Limited,,,,,32.36,,,,
,,,,,CARE Ratings Limited,,,,,0.0,,,,
,,,,,CESC Limited,,,,,52.11,,,,
,,,,,CG Power and Industrial Solutions Limited,,,,,56.37,,,,
,,,,,CIE Automotive India Limited,,,,,65.7,,,,
,,,,,CL Educate Limited,,,,,51.78,,,,
,,,,,CMS Info Systems Limited,,,,,0.0,,,,
,,,,,CP Capital Limited,,,,,63.75,,,,
,,,,,CREDITACCESS GRAMEEN LIMITED,,,,,66.37,,,,
,,,,,CRISIL Limited,,,,,66.64,,,,
,,,,,CSB Bank Limited,,,,,40.0,,,,
,,,,,CSL Finance Limited,,,,,47.56,,,,
,,,,,California Software Company Limited,,,,,62.26,,,,
,,,,,Cambridge Technology Enterprises Limited,,,,,50.91,,,,
,,,,,Can Fin Homes Limited,,,,,29.99,,,,
,,,,,Canara Bank,,,,,62.93,,,,
,,,,,Cantabil Retail India Limited,,,,,74.09,,,,
,,,,,Capacit'e Infraprojects Limited,,,,,0.32,,,,
,,,,,Capital India Finance Limited,,,,,72.84,,,,
,,,,,Capital Small Finance Bank Limited,,,,,18.75,,,,
,,,,,Capital Trust Limited,,,,,54.13,,,,
,,,,,Caplin Point Laboratories Limited,,,,,70.57,,,,
,,,,,Capri Global Capital Limited,,,,,59.95,,,,
,,,,,Carborundum Universal Limited,,,,,38.96,,,,
,,,,,Career Point Edutech Limited,,,,,63.7,,,,
,,,,,Career Point Edutech Limited,,,,,63.68,,,,
,,,,,Carraro India Limited,,,,,0.69,,,,
,,,,,Cartrade Tech Limited,,,,,0.0,,,,
,,,,,Castrol India Limited,,,,,51.0,,,,
,,,,,Ceigall India Limited,,,,,82.06,,,,
,,,,,Celebrity Fashions Limited,,,,,33.42,,,,
,,,,,Cello World Limited,,,,,75.0,,,,
,,,,,Cemindia Projects Limited,,,,,67.46,,,,
,,,,,Central Bank of India,,,,,89.27,,,,
,,,,,Central Depository Services (India) Limited,,,,,15.0,,,,
,,,,,Centrum Capital Limited,,,,,34.84,,,,
,,,,,Centrum Capital Limited,,,,,34.84,,,,
,,,,,Century Enka Limited,,,,,24.86,,,,
,,,,,Century Extrusions Limited,,,,,52.04,,,,
,,,,,Century Plyboards (India) Limited,,,,,72.64,,,,
,,,,,Cera Sanitaryware Limited,,,,,54.41,,,,
,,,,,Cerebra Integrated Technologies Limited,,,,,0.84,,,,
,,,,,Chaman Lal Setia Exports Limited,,,,,74.05,,,,
,,,,,Chambal Fertilizers & Chemicals Limited,,,,,60.58,,,,
,,,,,Chemcon Speciality Chemicals Limited,,,,,74.47,,,,
,,,,,Chemfab Alkalis Limited,,,,,72.18,,,,
,,,,,Chemplast Sanmar Limited,,,,,54.99,,,,
,,,,,Cholamandalam Financial Holdings Limited,,,,,46.42,,,,
,,,,,Cholamandalam Investment and Finance Company Limited,,,,,49.88,,,,
,,,,,Cigniti Technologies Limited,,,,,55.04,,,,
,,,,,Cineline India Limited,,,,,69.6,,,,
,,,,,Cinevista Limited,,,,,67.43,,,,
,,,,,City Union Bank Limited,,,,,0.0,,,,
,,,,,Clean Science and Technology Limited,,,,,50.97,,,,
,,,,,Coal India Limited,,,,,63.13,,,,
,,,,,Coastal Corporation Limited,,,,,42.23,,,,
,,,,,Cochin Shipyard Limited,,,,,67.91,,,,
,,,,,Coforge Limited,,,,,0.0,,,,
,,,,,Colgate Palmolive (India) Limited,,,,,51.0,,,,
